"name","street","street2","zip","city","country:id","phone","email","bic"
"Сиёбский филиал Агробанка","140100, Самаркандская область, г. Самарканд, ул. Истикбол, 2-а",,,"Самаркандская область","base.uz",,,"00280"
"Самаркандский областной филиал Микрокредитбанка","140134, Самаркандская область, г. Самарканд, ул. Лутфий, 15/17",,,"Самаркандская область","base.uz",,,"00281"
"Самаркандский филиал Туронбанка","140154, Самаркандская область, г. Самарканд, ул. Мирзо Улугбека, 62-а",,,"Самаркандская область","base.uz",,,"00282"
"Региональный филиал ""Умар"" Ипак Йули банка","140120, Самаркандская область, г. Самарканд, ул. Дагбит, 14",,,"Самаркандская область","base.uz",,,"00283"
"Самаркандский областной филиал Савдогар банка","140161, Самаркандская область, г. Самарканд, ул. Мустакиллик, 59 а",,,"Самаркандская область","base.uz",,,"00286"
"Самаркандский региональный филиал Кишлок курилиш банка","140161, Самаркандская область, г. Самарканд, центр Саттепо, 148-A",,,"Самаркандская область","base.uz",,,"00287"
"Булунгурский филиал Микрокредитбанка","140200, Самаркандская область, Булунгурский район, г. Булунгур, ул. Мустакиллик, 8",,,"Самаркандская область","base.uz",,,"00289"
"Булунгурский филиал Агробанка","140200, Самаркандская область, Булунгурский район, г. Булунгур, ул. Узбекистанская, 82",,,"Самаркандская область","base.uz",,,"00290"
"Нурабадский филиал Агробанка","141100, Самаркандская область, Нурабадский район, г. Нурабад, ул. Амира Темура, 4",,,"Самаркандская область","base.uz",,,"00291"
"Пахтачийский филиал Агробанка","140600, Самаркандская область, Пахтачийский район, гп Зиатдин, ул. М. Раимкулова, 10",,,"Самаркандская область","base.uz",,,"00297"
"Зиявуддинский филиал Микрокредитбанка","140600, Самаркандская область, Пахтачийский район, гп Зиатдин, ул. Истиклол, 67",,,"Самаркандская область","base.uz",,,"00298"
"Ургутский филиал Агробанка","141600, Самаркандская область, Ургутский район, г. Ургут, ул. А. Навои, 100",,,"Самаркандская область","base.uz",,,"00300"
"Ургутский филиал Микрокредитбанка","141600, Самаркандская область, Ургутский район, г. Ургут, ул. Пачван, 3",,,"Самаркандская область","base.uz",,,"00301"
"Ургутский филиал Савдогар банка","140600, Самаркандская область, Ургутский район, г. Ургут, проспект А. Навои, 102",,,"Самаркандская область","base.uz",,,"00303"
"Улугбекский филиал Савдогар банка","140300, Самаркандская область, Самаркандский район, ул. Пардаев, 7",,,"Самаркандская область","base.uz",,,"00304"
"Гузалкентский филиал Агробанка","140504, Самаркандская область, Пастдаргомский район, аллея Амира Темура, 4",,,"Самаркандская область","base.uz",,,"00307"
"Иштыханский филиал Агробанка","140700, Самаркандская область, Иштыханский район, г. Иштыхан, аллея Амира Темура, 1",,,"Самаркандская область","base.uz",,,"00309"
"Иштыханский филиал Савдогар банка","140700, Самаркандская область, Иштыханский район, г. Иштыхан, ул. Самарканд, 47",,,"Самаркандская область","base.uz",,,"00311"
"Самаркандский областной филиал Ипотека банка","140102, Самаркандская область, г. Самарканд, ул. Беруний, 31",,,"Самаркандская область","base.uz",,,"00312"
"Кушрабадский филиал Агробанка","140900, Самаркандская область, Кошрабадский район, гп Кушрабад, ул. Г. Гуляма, 34",,,"Самаркандская область","base.uz",,,"00313"
"Каттакурганский филиал Микрокредитбанка","Самаркандская область, г. Каттакурган, ул. А. Навои, 189",,,"Самаркандская область","base.uz",,,"00315"
"Каттакурганский филиал Кишлок курилиш банка","Самаркандская область, г. Каттакурган, ул. Амира Темура, 6",,,"Самаркандская область","base.uz",,,"00316"
"Самаркандский региональный филиал Узпромстройбанка","140105, Самаркандская область, г. Самарканд, ул. Мирзо Бабура, 3А",,,"Самаркандская область","base.uz",,,"00317"
"Челакский филиал Агробанка","141324, Самаркандская область, Пайарыкский район, ул. Т. Манонова, 3",,,"Самаркандская область","base.uz",,,"00318"
"Тайлякский филиал Агробанка","141500, Самаркандская область, Тайлякский район, гп Тайлок, ул. Амира Темура, 14",,,"Самаркандская область","base.uz",,,"00321"
"Термезское отделение Узнацбанка","Сурхандарьинская область, г. Термез, ул. Ат-Термизий, 1",,,"Сурхандарьинская область","base.uz",,,"00324"
"Сурхандарьинский областной территориальный филиал Агробанка","Сурхандарьинская область, г. Термез, ул. А. Навои, 9",,,"Сурхандарьинская область","base.uz",,,"00325"
"Сурхандарьинский областной филиал Микрокредитбанка","190112, Сурхандарьинская область, г. Термез, ул. Н. Цуранова, 39-Б",,,"Сурхандарьинская область","base.uz",,,"00326"
"Термезский филиал Туронбанка","190100, Сурхандарьинская область, г. Термез, ул. Ф. Хужаева, 32",,,"Сурхандарьинская область","base.uz",,,"00328"
"Сурхандарьинский региональный филиал Кишлок курилиш банка","Сурхандарьинская область, г. Термез, ул. Ат-Термезий, 11",,,"Сурхандарьинская область","base.uz",,,"00330"
"Байсунский филиал Агробанка","190400, Сурхандарьинская область, Байсунский район, г. Байсун, ул. Алмазар, 42",,,"Сурхандарьинская область","base.uz",,,"00331"
"Джаркурганский филиал Агробанка","190600, Сурхандарьинская область, Джаркурганский район, г. Джаркурган, ул. Узбекистанская, 6",,,"Сурхандарьинская область","base.uz",,,"00332"
"Джаркурганский филиал Микрокредитбанка","190600, Сурхандарьинская область, Джаркурганский район, г. Джаркурган, ул. Базар, 2",,,"Сурхандарьинская область","base.uz",,,"00333"
"Музрабадский филиал Агробанка","Сурхандарьинская область, Музрабадский район, гп Халкабад, ул. Шарофа Рашидова, 2",,,"Сурхандарьинская область","base.uz",,,"00334"
"Музрабадский филиал Микрокредитбанка","191300, Сурхандарьинская область, Музрабадский район, гп Халкабад, ул. Ш. Бобоева, 14",,,"Сурхандарьинская область","base.uz",,,"00335"
"Шерабадский филиал Агробанка","191400, Сурхандарьинская область, Шерабадский район, г. Шерабад, ул. Мустакиллик, 111",,,"Сурхандарьинская область","base.uz",,,"00337"
"Шерабадский филиал Микрокредитбанка","191400, Сурхандарьинская область, Шерабадский район, г. Шерабад, ул. Мустакиллик, 64",,,"Сурхандарьинская область","base.uz",,,"00338"
"Шурчинский филиал Агробанка","191500, Сурхандарьинская область, Шурчинский район, г. Шурчи, ул. Мустакиллик, 98",,,"Сурхандарьинская область","base.uz",,,"00339"
"Узунский филиал Агробанка","191000, Сурхандарьинская область, Узунский район, гп Узун, ул. Ёшлик, 12",,,"Сурхандарьинская область","base.uz",,,"00341"
"Узунский филиал Микрокредитбанка","Сурхандарьинская область, Узунский район, аллея памяти и почести",,,"Сурхандарьинская область","base.uz",,,"00342"
"Ангорский филиал Агробанка","Сурхандарьинская область, Ангорский район, гп Ангор, ул. Ал-Термизий, 64",,,"Сурхандарьинская область","base.uz",,,"00343"
"Ангорский филиал Микрокредитбанка","Сурхандарьинская область, Ангорский район, гп Ангор, ул. Ат-Термизий, 5",,,"Сурхандарьинская область","base.uz",,,"00344"
"Кизирикский филиал Агробанка","190800, Сурхандарьинская область, Кизирикский район, ул. Мустакиллик, 3",,,"Сурхандарьинская область","base.uz",,,"00345"
"Кизирикский филиал Микрокредитбанка","191407, Сурхандарьинская область, Кизирикский район, центр Сариккурган",,,"Сурхандарьинская область","base.uz",,,"00346"
"Кумкурганский филиал Агробанка","190900, Сурхандарьинская область, Кумкурганский район, г. Кумкурган, ул. Узбекистанская, 1",,,"Сурхандарьинская область","base.uz",,,"00347"
"Кумкурганский филиал Микрокредитбанка","190900, Сурхандарьинская область, Кумкурганский район, г. Кумкурган, Оксой махалля",,,"Сурхандарьинская область","base.uz",,,"00348"
"Термезский филиал Агробанка","191200, Сурхандарьинская область, Термезский район, гп Учкизил, махалля Янги хаёт, 1",,,"Сурхандарьинская область","base.uz",,,"00349"
"Учкизилский филиал Микрокредитбанка","191200, Сурхандарьинская область, Термезский район, гп Учкизил, Учкизил кургони",,,"Сурхандарьинская область","base.uz",,,"00350"
"Алтынсайский филиал Агробанка","190700, Сурхандарьинская область, Алтынсайский район, Мирзо Улугбек СФУ, 1",,,"Сурхандарьинская область","base.uz",,,"00351"
"Шаргунский филиал Узпромстройбанка","191014, Сурхандарьинская область, Сариасийский район, ул. Шахтёрлар, 29",,,"Сурхандарьинская область","base.uz",,,"00354"
"Сариасийский филиал Агробанка","Сурхандарьинская область, Сариасийский район, гп Сариасия, ул. Мирзо Улугбека, 44",,,"Сурхандарьинская область","base.uz",,,"00355"
"Сурхандарьинский областной филиал Ипотека банка","Сурхандарьинская область, г. Термез, ул. Кошгарий, 20-А",,,"Сурхандарьинская область","base.uz",,,"00356"
"Сурхандарьинский областной филиал Асака банка","190110, Сурхандарьинская область, г. Термез, ул. А. Навои, 45-A",,,"Сурхандарьинская область","base.uz",,,"00358"
"Шурчинский филиал Кишлок курилиш банка","191507, Сурхандарьинская область, Шурчинский район, г. Шурчи, ул. Мустакиллик, 77",,,"Сурхандарьинская область","base.uz",,,"00359"
"Денауский филиал Агробанка","190500, Сурхандарьинская область, Денауский район, г. Денау, ул. Мустакиллик, 39",,,"Сурхандарьинская область","base.uz",,,"00360"
"Денауский филиал Микрокредитбанка","190500, Сурхандарьинская область, Денауский район, г. Денау, ул. Н. Мирзаева, 202 А",,,"Сурхандарьинская область","base.uz",,,"00361"
"Денауский филиал Савдогар банка","190500, Сурхандарьинская область, Денауский район, г. Денау, ул. Мустакиллик, 38",,,"Сурхандарьинская область","base.uz",,,"00362"
"Сырдарьинское отделение Узнацбанка","120100, Сырдарьинская область, г.Г улистан, ул. А. Навои, 43",,,"Сырдарьинская область","base.uz",,,"00363"
"Сырдарьинский областной филиал Ипотека банка","120100, Сырдарьинская область, г. Гулистан, ул. А. Навои, 53",,,"Сырдарьинская область","base.uz",,,"00364"
"Сырдарьинский областной территориальный филиал Агробанка","120100, Сырдарьинская область, г. Гулистан, ул. Н. Махмудова, 21",,,"Сырдарьинская область","base.uz",,,"00365"
"Сырдарьинский областной филиал Микрокредитбанка","120100, Сырдарьинская область, г. Гулистан, ул. Бустон, 30",,,"Сырдарьинская область","base.uz",,,"00366"
"Гулистанский филиал Туронбанка","120100, Сырдарьинская область, г. Гулистан, ул. Ахунбабаева, 49",,,"Сырдарьинская область","base.uz",,,"00368"
"Сырдарьинский региональный филиал Кишлок курилиш банка","120100, Сырдарьинская область, г. Гулистан, ул. Н. Махмудова, 31",,,"Сырдарьинская область","base.uz",,,"00370"
"Сырдарьинский областной филиал Асака банка","120100, Сырдарьинская область, г. Гулистан, ул. Узбекистанская, 1",,,"Сырдарьинская область","base.uz",,,"00373"
"Сардобский филиал Агробанка","120800, Сырдарьинская область, Сардобский район, гп Пахтаабад, ул. Дустлик, 20",,,"Сырдарьинская область","base.uz",,,"00374"
"Сырдарьинский филиал Агробанка","120401, Сырдарьинская область, Сырдарьинский район, г. Сырдарья, ул. Хондамир, 1",,,"Сырдарьинская область","base.uz",,,"00375"
"Сырдарьинский филиал Микрокредитбанка","120401, Сырдарьинская область, Сырдарьинский район, г. Сырдарья, ул. А. Навои, 254",,,"Сырдарьинская область","base.uz",,,"00376"
"Янгиерский филиал Агробанка","121000, Сырдарьинская область, г. Янгиер, ул. Самарканд, 4",,,"Сырдарьинская область","base.uz",,,"00378"
"Баяутский филиал Агробанка","120200, Сырдарьинская область, Баяутский район, гп Баяут, ул. Тинчлик, 10",,,"Сырдарьинская область","base.uz",,,"00382"
"Ширинский филиал Агробанка","120219, Сырдарьинская область, г. Ширин, ул. Амира Темура, 9",,,"Сырдарьинская область","base.uz",,,"00383"
"Баяутский филиал Микрокредитбанка","120200, Сырдарьинская область, Баяутский район, гп Баяут, ул. Мукумий, 5",,,"Сырдарьинская область","base.uz",,,"00384"
"Гулистанский филиал Агробанка","120300, Сырдарьинская область, Гулистанский район, гп Дехканабад, ул. Туркистон, 4",,,"Сырдарьинская область","base.uz",,,"00386"
"Сайхунабадский филиал Агробанка","120400, Сырдарьинская область, Сайхунабадский район, гп Сайхун, ул. А. Навои, 8",,,"Сырдарьинская область","base.uz",,,"00388"
"Акалтынский филиал Агробанка","120500, Сырдарьинская область, Акалтынский район, гп Сардоба, ул. Исломобод, 2",,,"Сырдарьинская область","base.uz",,,"00390"
"Хавастский филиал Агробанка","120700, Сырдарьинская область, Хавастский район, ул. Нурчилар, 10",,,"Сырдарьинская область","base.uz",,,"00392"
"Ташкентский городской филиал Агробанка","100043, г. Ташкент, Чиланзарский район, проспект Бунёдкор, 15-B",,,"г.Ташкент","base.uz",,,"00394"
"АО Ziraat Bank Uzbekistan","100043, г. Ташкент, Чиланзарский район, проспект Бунёдкор, 15/АБВ",,,"г.Ташкент","base.uz",,,"00395"
"Учтепинский филиал Узпромстройбанка","100123, г. Ташкент, Учтепинский район, ул. Фархадская, 3А",,,"г.Ташкент","base.uz",,,"00397"
"Алмазарский филиал Узпромстройбанка","г. Ташкент, Алмазарский район, ул. О. Бабаджанова, 10",,,"г.Ташкент","base.uz",,,"00398"
"Мирзо Улугбекский филиал Узпромстройбанка","100000, г. Ташкент, Мирзо-Улугбекский район, ул. Истиклол, 25",,,"г.Ташкент","base.uz",,,"00399"
"Шахристанский филиал Узпромстройбанка","100084, г. Ташкент, Юнусабадский район, ул. Чинабад, 49",,,"г.Ташкент","base.uz",,,"00400"
"Головной офис Алокабанка","100047, г. Ташкент, Мирабадский район, проспект Амира Темура, 4",,,"г.Ташкент","base.uz",,,"00401"
"Нодирабегимский филиал Узпромстройбанка","100011, г. Ташкент, Шайхантахурский район, ул. Зульфияхоним, 8А",,,"г.Ташкент","base.uz",,,"00402"
"Сергелийский филиал Узпромстройбанка","100085, г. Ташкент, Сергелийский район, ул. Шокирарык, 3",,,"г.Ташкент","base.uz",,,"00403"
"Мирабадский филиал Узпромстройбанка","100015, г. Ташкент, Мирабадский район, ул. Туркистан, 10",,,"г.Ташкент","base.uz",,,"00405"
"Филиал ""Главное операционное отделение"" Узнацбанка","100060, г. Ташкент, Мирабадский район, ул. Я. Гуломова, 95",,,"г.Ташкент","base.uz",,,"00407"
"Ташкентский областной филиал Ипотека банка","100139, г. Ташкент, Учтепинский район, ул. Ширин, 40",,,"г.Ташкент","base.uz",,,"00408"
"Кибрайский филиал Савдогар банка","111200, Ташкентская область, Кибрайский район, гп Кибрай, ул. Зебунисо, 2",,,"Ташкентская область","base.uz",,,"00410"
"Ташкентский областной филиал Асака банка","100031, г. Ташкент, Яккасарайский район, ул. Кухинур, 40",,,"г.Ташкент","base.uz",,,"00411"
"Ахангаранский филиал Агробанка","110300, Ташкентская область, Ахангаранский район, г. Ахангаран, ул. Ф. Хужаева, 5",,,"Ташкентская область","base.uz",,,"00413"
"Зангиатинский филиал Савдогар банка","111800, Ташкентская область, Зангиатинский район, ул. Мустакиллик, 4",,,"Ташкентская область","base.uz",,,"00414"
"Ташкентский городской филиал Асака банка","100025, г. Ташкент, Яккасарайский район, ул. А. Каххора, 73",,,"г.Ташкент","base.uz",,,"00416"
"Автотранспортный филиал Асака банка","100100, г. Ташкент, Яккасарайский район, ул. Мукими, проезд - 1, 9",,,"г.Ташкент","base.uz",,,"00417"
"Газалкентский филиал Савдогар банка","110700, Ташкентская область, Газалкентский район, г. Газалкент, ул. Лутфий, 4",,,"Ташкентская область","base.uz",,,"00418"
"Ташкентский городской филиал Ипотека банка","100035, г. Ташкент, Мирзо-Улугбекский район, ул. Мустакиллик, 15",,,"г.Ташкент","base.uz",,,"00419"
"Мирабадский филиал Ипотека банка","100105, г. Ташкент, Мирабадский район, ул. Талимарджан, 1Б",,,"г.Ташкент","base.uz",,,"00420"
"Мирзо Улугбекский филиал Ипак Йули банка","100000, г. Ташкент, Мирзо-Улугбекский район, ул. Хамида Алимджана, 5",,,"г.Ташкент","base.uz",,,"00421"
"Мехнатский филиал Ипотека банка","100035, г. Ташкент, Мирзо-Улугбекский район, ул. Истиклол, 9",,,"г.Ташкент","base.uz",,,"00423"
"Ташкентский городской региональный филиал Узпромстройбанка","100000, г. Ташкент, Мирзо-Улугбекский район, проспект Мустакиллик, 5",,,"г.Ташкент","base.uz",,,"00424"
"Шайхантаурский филиал Ипотека банка","100027, г. Ташкент, Шайхантахурский район, ул. Узбекистанская, 16-А",,,"г.Ташкент","base.uz",,,"00425"
"Катарталский филиал Узпромстройбанка","100097, г. Ташкент, Чиланзарский район, ул. Катартал, 30",,,"г.Ташкент","base.uz",,,"00426"
"Чиланзарский филиал Узпромстройбанка","100097, г. Ташкент, Чиланзарский район, ул. Мехр, 10",,,"г.Ташкент","base.uz",,,"00427"
"Юнусабадский филиал Узпромстройбанка","100190, г. Ташкент, Юнусабадский район, ул. Уч кахраман, 7",,,"г.Ташкент","base.uz",,,"00428"
"Филиал ""Академия"" Узнацбанка","100125, г. Ташкент, Мирзо-Улугбекский район, ул. Дурмон йули, 47",,,"г.Ташкент","base.uz",,,"00431"
"Яшнободский филиал Узпромстройбанка","100015, г. Ташкент, Яшнободский район, ул. Тараккиёт, 69",,,"г.Ташкент","base.uz",,,"00432"
"Головной офис Микрокредитбанка","100096, г. Ташкент, Чиланзарский район, ул. Лутфий, 14",,,"г.Ташкент","base.uz",,,"00433"
"Аль-Хоразмийский филиал Узпромстройбанка","100208, г. Ташкент, Учтепинский район, ул. Чилонзар-30, 16А",,,"г.Ташкент","base.uz",,,"00434"
"Ракатский филиал Узпромстройбанка","100100, г. Ташкент, Яккасарайский район, ул. Шохжахон, 2А",,,"г.Ташкент","base.uz",,,"00435"
"Головной офис Савдогар банка","100060, г. Ташкент, Мирабадский район, ул. Саида Барака, 78",,,"г.Ташкент","base.uz",,,"00439"
"Головной офис Узпромстройбанка","100060, г. Ташкент, Юнусабадский район, ул. Шахрисабз, 3",,,"г.Ташкент","base.uz",,,"00440"
"Центральный операционный региональный филиал Узпромстройбанка","100128, г. Ташкент, Шайхантахурский район, ул. Абая, 10A",,,"г.Ташкент","base.uz",,,"00442"
"Ташкентский филиал HAMKORBANK","100003, г. Ташкент, Чиланзарский район, ул. Алмазар Фуркат, 14",,,"г.Ташкент","base.uz",,,"00443"
"Головной офис Ипак Йули банка","100017, г. Ташкент, Юнусабадский район, ул. Кодирий, 2",,,"г.Ташкент","base.uz",,,"00444"
"Ташкентский городской филиал Капиталбанка","100015, г. Ташкент, Мирабадский район, ул. Нукусская, 86А",,,"г.Ташкент","base.uz",,,"00445"
"Головной офис Туронбанка","100011, г. Ташкент, Шайхантахурский район, ул. Абая, 4-а",,,"г.Ташкент","base.uz",,,"00446"
"Головной офис УзНацбанка","100084, г. Ташкент, Юнусабадский район, ул. Амира Темура, 101",,,"г.Ташкент","base.uz",,,"00450"
"Филиал Главного управления по г.Ташкенту Узнацбанка","100019, г. Ташкент, Алмазарский район, ул. Г. Гуляма, 1",,,"г.Ташкент","base.uz",,,"00451"
"Ташкентский городской региональный филиал Кишлок курилиш банка","100060, г. Ташкент, Мирабадский район, ул. Шахрисабз, 38",,,"г.Ташкент","base.uz",,,"00452"
"Ташкентский областной территориальный филиал Агробанка","100128, г. Ташкент, Шайхантахурский район, ул. Х. Асомова, 9",,,"г. Ташкент","base.uz",,,"00454"
"Ташкентский областной филиал Микрокредитбанка","100121, г. Ташкент, Яккасарайский район, ул. Фарход, 3",,,"г.Ташкент","base.uz",,,"00455"
"Аккурганский филиал Агробанка","110400, Ташкентская область, Аккурганский район, г. Аккурган, ул. А. Кодирий, 1",,,"Ташкентская область","base.uz",,,"00457"
"Аккурганский филиал Микрокредитбанка","110400, Ташкентская область, Аккурганский район, г. Аккурган, ул. Ахунбабаева, 1",,,"Ташкентская область","base.uz",,,"00458"
"Алмалыкский филиал Ипотека банка","110100, Ташкентская область, г.Алмалык, Фахрийлар, 27",,,"Ташкентская область","base.uz",,,"00459"
"Ангренский филиал Ипотека банка","110200, Ташкентская область, г.Ангрен, А. Навои, 1",,,"Ташкентская область","base.uz",,,"00461"
"Букинский филиал Агробанка","110600, Ташкентская область, Букинский район, г. Бука, ул. Мустакиллик, 19",,,"Ташкентская область","base.uz",,,"00463"
"Газалкентский филиал Кишлок курилиш банка","Ташкентская область, Бостанлыкский район, г. Газалкент, ул. Беруний, 24",,,"Ташкентская область","base.uz",,,"00466"
"Газалкентский филиал Микрокредитбанка","Ташкентская область, Бостанлыкский район, г. Газалкент, ул. Туркистон, 5а",,,"Ташкентская область","base.uz",,,"00467"
"Бекабадский филиал Агробанка","111000, Ташкентская область, Бекабадский район, гп Зафар, ул. Гагарина, 15",,,"Ташкентская область","base.uz",,,"00468"
"Келесский филиал Микрокредитбанка","111100, Ташкентская область, Зангиатинский район, г. Келес, ул. Бинокор, 8",,,"Ташкентская область","base.uz",,,"00470"
"Пскентский филиал Агробанка","110600, Ташкентская область, Пскентский район, г. Пскент, ул. Мустакиллик, 1",,,"Ташкентская область","base.uz",,,"00472"
"Пскентский филиал Микрокредитбанка","Ташкентская область, Пскентский район, г. Пскент, ул. Мустакиллик, 2",,,"Ташкентская область","base.uz",,,"00473"
"Кийичирчикский филиал Агробанка","110900, Ташкентская область, Куйичирчикский район, г. Дустобод, ул. Узбекистанская, 154",,,"Ташкентская область","base.uz",,,"00474"
"Уртачирчикский филиал Агробанка","111500, Ташкентская область, Уртачирчикский район, г. Тойтепа, ул. Мирзо Улугбека, 11",,,"Ташкентская область","base.uz",,,"00475"
"Чиназский филиал Агробанка","111600, Ташкентская область, Чиназский район, г. Чиназ, ул. Шарофа Рашидова, 20",,,"Ташкентская область","base.uz",,,"00476"
"Чирчикский филиал Ипотека банка","111700, Ташкентская область, г.Чирчик, ул. Межканальная, 1",,,"Ташкентская область","base.uz",,,"00478"
"Юкоричирчикский филиал Агробанка","111900, Ташкентская область, Юкоричирчикский район, гп Янгибазар, ул. Мустакиллик, 106",,,"Ташкентская область","base.uz",,,"00480"
"Паркентский филиал Агробанка","111300, Ташкентская область, Паркентский район, г. Паркент, ул. А. Навои, 154",,,"Ташкентская область","base.uz",,,"00482"
"Паркентский филиал Микрокредитбанка","111300, Ташкентская область, Паркентский район, г. Паркент, ул. А. Навои, 105",,,"Ташкентская область","base.uz",,,"00483"
"Янгиюльский филиал Кишлок курилиш банка","Ташкентская область, Янгиюльский район, г. Янгиюль, ул. Ахунбабаева, 28",,,"Ташкентская область","base.uz",,,"00484"
"Янгиюльский филиал Агробанка","112000, Ташкентская область, Янгиюльский район, г. Янгиюль, ул. Самарканд, 154",,,"Ташкентская область","base.uz",,,"00485"
"Ахангаранский филиал Ипотека банка","Ташкентская область, Ахангаранский район, г. Ахангаран, ул. Ахунбабаева, 1",,,"Ташкентская область","base.uz",,,"00487"
"Бекабадский филиал Ипотека банка","110500, Ташкентская область, г. Бекабад, Саломатлик, 1",,,"Ташкентская область","base.uz",,,"00489"
"Ташкентский областной региональный филиал Узпромстройбанка","100128, г. Ташкент, Шайхантахурский район, ул. Абая, 10А",,,"г.Ташкент","base.uz",,,"00490"
"Головной офис Трастбанка","100015, г. Ташкент, Шайхантахурский район, ул. А.Навои, 7",,,"г.Ташкент","base.uz",,,"00491"
"Ферганское отделение Узнацбанка","150100, Ферганская область, г. Фергана, ул. Ал-Фарганий, 35",,,"Ферганская область","base.uz",,,"00493"
"Ферганский региональный филиал Узпромстройбанка","150100, Ферганская область, г. Фергана, ул. Комус, 42",,,"Ферганская область","base.uz",,,"00494"
"Ферганский областной территориальный филиал Агробанка","150100, Ферганская область, г. Фергана, ул. А. Навои, 11",,,"Ферганская область","base.uz",,,"00495"
"Ферганский областной филиал Микрокредитбанка","150100, Ферганская область, г. Фергана, ул. Янгисой, 1",,,"Ферганская область","base.uz",,,"00496"
"Ферганский областной филиал Народного банка","150100, Ферганская область, г. Фергана, ул. Мустакиллик, 33",,,"Ферганская область","base.uz",,,"00497"
"Ферганский филиал Туронбанка","150117, Ферганская область, г. Фергана, ул. Маърифат, 44",,,"Ферганская область","base.uz",,,"00498"
"Ферганский филиал Савдогар банка","150100, Ферганская область, г. Фергана, ул. Махмуда Пахлавона, 7",,,"Ферганская область","base.uz",,,"00500"
"Ферганский региональный филиал Кишлок курилиш банка","150105, Ферганская область, г. Фергана, ул. Курувчилар, 13",,,"Ферганская область","base.uz",,,"00501"
"Алтыарыкский филиал Агробанка","151200, Ферганская область, Алтыарыкский район, гп Алтыарык, ул. Узбекистанская, 3",,,"Ферганская область","base.uz",,,"00502"
"Багдадский филиал Агробанка","Ферганская область, Багдадский район, гп Багдад, ул. Ахунбабаева, 12",,,"Ферганская область","base.uz",,,"00504"
"Ферганский филиал Агробанка","150400, Ферганская область, Ферганский район, Вадил, ул. А. Тошматова, 1",,,"Ферганская область","base.uz",,,"00507"
"Дангаринский филиал Агробанка","150500, Ферганская область, Дангаринский район, гп Дангара, ул. Ташкент, 10",,,"Ферганская область","base.uz",,,"00510"
"Учкуприкский филиал Агробанка","151600, Ферганская область, Учкуприкский район, гп Учкуприк, ул. Навруз, 16",,,"Ферганская область","base.uz",,,"00511"
"Бешарыкский филиал Агробанка","150300, Ферганская область, Бешарыкский район, г. Бешарык, ул. Олтин водий, 85",,,"Ферганская область","base.uz",,,"00513"
"Куштепинский филиал Агробанка","151100, Ферганская область, Куштепинский район, нп Лангар, ул. Шарофа Рашидова, 6",,,"Ферганская область","base.uz",,,"00515"
"Кувасайский филиал Агробанка","150400, Ферганская область, г. Кувасай, ул. Мустакиллик, 72",,,"Ферганская область","base.uz",,,"00517"
"Риштанский филиал Агробанка","151300, Ферганская область, Риштанский район, г. Риштан, ул. Рошидоний, 9",,,"Ферганская область","base.uz",,,"00519"
"Риштанский филиал Микрокредитбанка","151300, Ферганская область, Риштанский район, г. Риштан, ул. Темирова, 12",,,"Ферганская область","base.uz",,,"00520"
"Ташлакский филиал Агробанка","151500, Ферганская область, Ташлакский район, нп Ташлак, ул. А. Навои, 10",,,"Ферганская область","base.uz",,,"00522"
"Киргулийский филиал Узпромстройбанка","Ферганская область, г. Фергана, ул. Ферганская, 19",,,"Ферганская область","base.uz",,,"00524"
"Бувайдинский филиал Агробанка","151900, Ферганская область, Бувайдинский район, ул. Дустлик, 3",,,"Ферганская область","base.uz",,,"00525"
"Маргиланский филиал Кишлок курилиш банка","151100, Ферганская область, г. Маргилан, ул. Маргилоний, 173",,,"Ферганская область","base.uz",,,"00527"
"Маргиланский филиал Агробанка","151100, Ферганская область, г. Маргилан, ул. Б. Маргилоний, 172",,,"Ферганская область","base.uz",,,"00528"
"Кувинский филиал Агробанка","150800, Ферганская область, Кувинский район, г. Кува, ул. Кайкубод, 282",,,"Ферганская область","base.uz",,,"00529"
"Кокандский филиал Узпромстройбанка","150700, Ферганская область, г. Коканд, ул. Амира Темура, 1А",,,"Ферганская область","base.uz",,,"00531"
"Узбекистанский филиал Агробанка","151800, Ферганская область, Узбекистанский район, г. Яйпан, ул. Жомий, 1",,,"Ферганская область","base.uz",,,"00533"
"Ферганский областной филиал Асака банка","150117, Ферганская область, г. Фергана, ул. А. Навои, 1",,,"Ферганская область","base.uz",,,"00539"
"Язъяванский филиал Агробанка","150600, Ферганская область, Язъяванский район, гп Язъяван, ул. Андижан, 1",,,"Ферганская область","base.uz",,,"00541"
"Сохский филиал Агробанка","151400, Ферганская область, Сохский район, гп Равон, ул. Амира Темура, 34",,,"Ферганская область","base.uz",,,"00542"
"Ферганский областной филиал Ипотека банка","150100, Ферганская область, г. Фергана, ул. Комус, 38",,,"Ферганская область","base.uz",,,"00544"
"Кокандский филиал Узнацбанка","150700, Ферганская область, г. Коканд, ул. Хамзы, 34",,,"Ферганская область","base.uz",,,"00545"
"Кокандский филиал Агробанка","150700, Ферганская область, г. Коканд, ул. Истикбол, 34",,,"Ферганская область","base.uz",,,"00546"
"Ургенчское отделение Узнацбанка","220100, Хорезмская область, г. Ургенч, ул. Пахлавона Махмуда, 150",,,"Хорезмская область","base.uz",,,"00547"
"Хорезмский областной территориальный филиал Агробанка","220100, Хорезмская область, г. Ургенч, ул. Ал-Хоразмий, 17",,,"Хорезмская область","base.uz",,,"00548"
